"Transaction.ID","Date.of.Purchase","Time.of.Purchase","Purchase.Type","Payment.Method","Railcard","Ticket.Class","Ticket.Type","Price","Departure.Station","Arrival.Destination","Date.of.Journey","Departure.Time","Arrival.Time","Actual.Arrival.Time","Journey.Status","Reason.for.Delay","Refund.Request","Day.of.Week"
"f577703d-56fe-413a-bfb6",2024-04-19,2025-06-05 07:43:25,"Station","Contactless","Adult","Standard","Off-Peak",10,"Manchester Piccadilly","Leeds",2024-04-19,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:23:00,"Delayed","Signal Failure","No","Friday"
"cf180465-6f86-460b-b263",2024-04-19,2025-06-05 08:22:46,"Station","Credit Card","Adult","Standard","Off-Peak",35,"London Kings Cross","York",2024-04-19,2025-06-05 09:45:00,2025-06-05 11:35:00,2025-06-05 11:52:00,"Delayed","Signal Failure","No","Friday"
"2372ad46-b267-4d62-97d2",2024-04-19,2025-06-05 09:30:21,"Station","Credit Card","None","Standard","Advance",21,"Birmingham New Street","London Euston",2024-04-20,2025-06-05 08:00:00,2025-06-05 09:20:00,2025-06-05 10:14:00,"Delayed","Weather","No","Saturday"
"2e485410-46ac-4cb1-819e",2024-04-19,2025-06-05 09:34:03,"Station","Credit Card","None","First Class","Advance",55,"Birmingham New Street","London Euston",2024-04-20,2025-06-05 08:00:00,2025-06-05 09:20:00,2025-06-05 10:14:00,"Delayed","Weather","No","Saturday"
"d4af578a-4159-4fc4-b69e",2024-04-19,2025-06-05 09:59:30,"Online","Credit Card","Adult","Standard","Off-Peak",3,"Liverpool Lime Street","Manchester Piccadilly",2024-04-19,2025-06-05 11:15:00,2025-06-05 11:45:00,2025-06-05 11:46:00,"Delayed","Technical Issue","No","Friday"
"f84e30e2-423b-41d5-8e94",2024-04-19,2025-06-05 10:38:32,"Station","Contactless","Adult","Standard","Advance",2,"Manchester Piccadilly","Liverpool Lime Street",2024-04-20,2025-06-05 09:00:00,2025-06-05 09:30:00,2025-06-05 09:51:00,"Delayed","Signal Failure","No","Saturday"
"d47aac35-069f-4ab2-b640",2024-04-19,2025-06-05 11:51:20,"Station","Debit Card","Adult","Standard","Advance",7,"Birmingham New Street","Manchester Piccadilly",2024-04-20,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:19:00,"Delayed","Technical Issue","Yes","Saturday"
"6e7d20ad-d143-4989-a189",2024-04-19,2025-06-05 12:40:00,"Station","Contactless","None","Standard","Advance",7,"London Euston","Birmingham New Street",2024-04-20,2025-06-05 11:00:00,2025-06-05 12:20:00,2025-06-05 12:49:00,"Delayed","Staff Shortage","No","Saturday"
"b8becc4d-f096-4ffb-ae01",2024-04-19,2025-06-05 12:49:41,"Online","Credit Card","Senior","Standard","Off-Peak",17,"Oxford","Bristol Temple Meads",2024-04-19,2025-06-05 14:15:00,2025-06-05 15:30:00,2025-06-05 16:11:00,"Delayed","Signal Failure","Yes","Friday"
"04304198-4cb5-4932-ada4",2024-04-19,2025-06-05 15:00:04,"Station","Debit Card","None","Standard","Off-Peak",43,"Edinburgh Waverley","London Kings Cross",2024-04-19,2025-06-05 15:30:00,2025-06-05 19:50:00,2025-06-05 19:57:00,"Delayed","Staffing","Yes","Friday"
"56615e2e-8ea0-4518-b1b6",2024-04-19,2025-06-05 15:06:56,"Station","Debit Card","None","Standard","Off-Peak",126,"Manchester Piccadilly","London Euston",2024-04-19,2025-06-05 15:30:00,2025-06-05 17:20:00,2025-06-05 17:43:00,"Delayed","Staffing","Yes","Friday"
"7b8b9139-2ec1-4468-8639",2024-04-19,2025-06-05 15:12:00,"Station","Credit Card","None","First Class","Anytime",19,"Manchester Piccadilly","Liverpool Lime Street",2024-04-19,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:19:00,"Delayed","Weather","No","Friday"
"1fd926ee-3ecd-47b6-b216",2024-04-19,2025-06-05 16:00:33,"Station","Credit Card","None","First Class","Anytime",19,"Manchester Piccadilly","Liverpool Lime Street",2024-04-19,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:19:00,"Delayed","Weather","No","Friday"
"95e72ff6-157c-4fc3-aa93",2024-04-19,2025-06-05 16:02:44,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-04-19,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:19:00,"Delayed","Weather","No","Friday"
"6f6e7792-35c0-49b0-8b95",2024-04-19,2025-06-05 16:06:14,"Station","Credit Card","None","First Class","Anytime",19,"Manchester Piccadilly","Liverpool Lime Street",2024-04-19,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:19:00,"Delayed","Weather","No","Friday"
"f0fdcc54-306a-4cae-af2f",2024-04-19,2025-06-05 16:06:44,"Station","Debit Card","None","Standard","Advance",84,"Manchester Piccadilly","London Euston",2024-04-20,2025-06-05 15:30:00,2025-06-05 17:20:00,2025-06-05 17:46:00,"Delayed","Staffing","Yes","Saturday"
"a8e38f74-70b6-48e8-b32c",2024-04-19,2025-06-05 16:08:06,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-04-19,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:19:00,"Delayed","Weather","No","Friday"
"87cf6cbf-cbe3-484e-b4ff",2024-04-19,2025-06-05 16:11:18,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-04-19,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:19:00,"Delayed","Weather","No","Friday"
"87933291-21e2-4152-b079",2024-04-19,2025-06-05 16:12:03,"Station","Credit Card","None","Standard","Anytime",5,"Manchester Piccadilly","Liverpool Lime Street",2024-04-19,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:19:00,"Delayed","Weather","No","Friday"
"504b6dd6-dd87-40d0-85dc",2024-04-19,2025-06-05 17:05:32,"Station","Debit Card","Adult","Standard","Anytime",101,"Liverpool Lime Street","London Euston",2024-04-19,2025-06-05 17:30:00,2025-06-05 19:45:00,2025-06-05 20:03:00,"Delayed","Technical Issue","Yes","Friday"
"d9fcf621-3f8e-4561-9f63",2024-04-19,2025-06-05 19:31:01,"Station","Credit Card","None","Standard","Advance",3,"Manchester Piccadilly","Liverpool Lime Street",2024-04-20,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:12:00,"Delayed","Signal Failure","No","Saturday"
"eafba1d5-4db6-4c19-8ee1",2024-04-20,2025-06-05 04:04:10,"Station","Contactless","Disabled","Standard","Off-Peak",13,"London Paddington","Reading",2024-04-20,2025-06-05 05:30:00,2025-06-05 06:30:00,2025-06-05 07:12:00,"Delayed","Staff Shortage","No","Saturday"
"20b9a946-cf02-402f-b40c",2024-04-20,2025-06-05 04:20:00,"Station","Debit Card","Senior","Standard","Off-Peak",76,"Liverpool Lime Street","London Euston",2024-04-20,2025-06-05 09:30:00,2025-06-05 11:45:00,2025-06-05 11:48:00,"Delayed","Traffic","Yes","Saturday"
"caa9f0d8-2d3d-4a48-8222",2024-04-20,2025-06-05 05:04:42,"Station","Credit Card","None","Standard","Advance",8,"York","Durham",2024-04-21,2025-06-05 03:30:00,2025-06-05 04:20:00,2025-06-05 04:43:00,"Delayed","Weather Conditions","No","Sunday"
"4f0f5ac2-9765-48e4-a083",2024-04-20,2025-06-05 06:32:09,"Station","Credit Card","None","First Class","Off-Peak",200,"Manchester Piccadilly","London Euston",2024-04-20,2025-06-05 08:00:00,2025-06-05 09:50:00,2025-06-05 10:00:00,"Delayed","Weather","No","Saturday"
"f8317501-8559-4e86-9c22",2024-04-20,2025-06-05 06:32:34,"Station","Credit Card","None","Standard","Off-Peak",31,"Birmingham New Street","London Euston",2024-04-20,2025-06-05 08:00:00,2025-06-05 09:20:00,2025-06-05 10:14:00,"Delayed","Weather","No","Saturday"
"2865efdb-f3a3-45f5-82d7",2024-04-20,2025-06-05 10:43:50,"Station","Debit Card","Adult","Standard","Off-Peak",11,"Birmingham New Street","Manchester Piccadilly",2024-04-20,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 13:19:00,"Delayed","Technical Issue","Yes","Saturday"
"6b293ac3-545b-47b7-a70e",2024-04-20,2025-06-05 10:49:09,"Station","Debit Card","Adult","Standard","Off-Peak",3,"Liverpool Lime Street","Manchester Piccadilly",2024-04-20,2025-06-05 11:15:00,2025-06-05 11:45:00,2025-06-05 12:14:00,"Delayed","Technical Issue","Yes","Saturday"
"b698a3cc-5a77-41a8-88ac",2024-04-20,2025-06-05 16:01:13,"Station","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-20,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:12:00,"Delayed","Signal Failure","No","Saturday"
"6e0276dd-01f2-4f42-bf98",2024-04-20,2025-06-05 16:05:41,"Station","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-20,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:12:00,"Delayed","Signal Failure","No","Saturday"
"5bd03916-92ce-4cfe-9323",2024-04-20,2025-06-05 16:10:27,"Station","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-20,2025-06-05 17:45:00,2025-06-05 18:15:00,2025-06-05 19:12:00,"Delayed","Signal Failure","No","Saturday"
"7bceaab7-1079-4568-bd8c",2024-04-21,2025-06-05 00:02:23,"Online","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-21,2025-06-05 01:30:00,2025-06-05 02:00:00,2025-06-05 02:38:00,"Delayed","Signal Failure","Yes","Sunday"
"a453ec5e-6cbb-4140-915a",2024-04-21,2025-06-05 00:11:43,"Online","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-21,2025-06-05 01:30:00,2025-06-05 02:00:00,2025-06-05 02:38:00,"Delayed","Signal Failure","Yes","Sunday"
"7759494d-c61a-4731-87c4",2024-04-21,2025-06-05 01:44:30,"Online","Credit Card","Adult","Standard","Off-Peak",77,"Liverpool Lime Street","London Paddington",2024-04-21,2025-06-05 03:00:00,2025-06-05 05:30:00,2025-06-05 06:23:00,"Delayed","Staff Shortage","Yes","Sunday"
"62257036-4bdb-41ba-9fd1",2024-04-21,2025-06-05 05:05:19,"Station","Credit Card","None","Standard","Advance",8,"York","Durham",2024-04-22,2025-06-05 03:30:00,2025-06-05 04:20:00,2025-06-05 04:52:00,"Delayed","Weather Conditions","No","Monday"
"5567959b-efc8-4994-a596",2024-04-21,2025-06-05 07:57:27,"Online","Credit Card","None","Standard","Advance",35,"London Kings Cross","York",2024-04-22,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:34:00,"Delayed","Technical Issue","No","Monday"
"0fcc6af3-074e-4f11-a15d",2024-04-21,2025-06-05 09:36:23,"Station","Contactless","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-21,2025-06-05 11:00:00,2025-06-05 11:30:00,2025-06-05 14:20:00,"Delayed","Staff Shortage","No","Sunday"
"fe90585b-ba91-4ae0-b176",2024-04-21,2025-06-05 09:40:11,"Station","Contactless","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-21,2025-06-05 11:00:00,2025-06-05 11:30:00,2025-06-05 14:20:00,"Delayed","Staff Shortage","No","Sunday"
"fc22eb6f-d123-4152-92c1",2024-04-21,2025-06-05 09:40:58,"Station","Contactless","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-21,2025-06-05 11:00:00,2025-06-05 11:30:00,2025-06-05 14:20:00,"Delayed","Staff Shortage","No","Sunday"
"19875533-53eb-42ec-9ea2",2024-04-21,2025-06-05 09:49:04,"Station","Credit Card","None","Standard","Advance",7,"London Euston","Birmingham New Street",2024-04-22,2025-06-05 08:15:00,2025-06-05 09:35:00,2025-06-05 10:35:00,"Delayed","Signal Failure","No","Monday"
"a9b51de0-dc12-40dc-9504",2024-04-21,2025-06-05 10:54:33,"Station","Debit Card","Adult","Standard","Off-Peak",11,"Birmingham New Street","Manchester Piccadilly",2024-04-21,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 12:52:00,"Delayed","Technical Issue","Yes","Sunday"
"3dd5176e-d1ea-4751-bef6",2024-04-21,2025-06-05 14:57:57,"Station","Debit Card","Senior","Standard","Advance",50,"Liverpool Lime Street","London Euston",2024-04-22,2025-06-05 09:30:00,2025-06-05 11:45:00,2025-06-05 12:14:00,"Delayed","Traffic","Yes","Monday"
"a319e29a-f7dd-49bd-b521",2024-04-21,2025-06-05 16:07:04,"Station","Debit Card","None","First Class","Advance",134,"Manchester Piccadilly","London Euston",2024-04-22,2025-06-05 15:30:00,2025-06-05 17:20:00,2025-06-05 17:32:00,"Delayed","Staffing","Yes","Monday"
"d9ad7323-c4b6-4d52-a59f",2024-04-21,2025-06-05 17:03:39,"Station","Debit Card","Adult","Standard","Off-Peak",76,"Liverpool Lime Street","London Euston",2024-04-21,2025-06-05 17:30:00,2025-06-05 19:45:00,2025-06-05 20:00:00,"Delayed","Technical Issue","Yes","Sunday"
"b31b38f1-e83d-4357-9b40",2024-04-22,2025-06-05 00:02:55,"Online","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-22,2025-06-05 01:30:00,2025-06-05 02:00:00,2025-06-05 02:44:00,"Delayed","Signal Failure","Yes","Monday"
"f9f48384-9147-4b3b-827d",2024-04-22,2025-06-05 02:45:08,"Online","Credit Card","Disabled","Standard","Off-Peak",13,"London Paddington","Reading",2024-04-22,2025-06-05 04:15:00,2025-06-05 05:15:00,2025-06-05 05:52:00,"Delayed","Staff Shortage","No","Monday"
"bf6dc4e3-9fe7-4b76-94ec",2024-04-22,2025-06-05 04:50:31,"Online","Contactless","Adult","Standard","Anytime",47,"London Kings Cross","York",2024-04-22,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:34:00,"Delayed","Technical Issue","No","Monday"
"f38f4543-cf3b-4ce0-8dec",2024-04-22,2025-06-05 04:50:41,"Online","Debit Card","None","Standard","Anytime",70,"London Kings Cross","York",2024-04-22,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:34:00,"Delayed","Technical Issue","No","Monday"
"24a3ae5d-77c8-474c-9c5d",2024-04-22,2025-06-05 04:56:49,"Online","Debit Card","None","Standard","Anytime",70,"London Kings Cross","York",2024-04-22,2025-06-05 06:15:00,2025-06-05 08:05:00,2025-06-05 08:34:00,"Delayed","Technical Issue","No","Monday"
"447401fd-3cd0-4530-8e4f",2024-04-22,2025-06-05 07:43:07,"Station","Contactless","Adult","Standard","Off-Peak",10,"Manchester Piccadilly","Leeds",2024-04-22,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 12:26:00,"Delayed","Signal Failure","No","Monday"
"5e684f61-6e5d-4e85-87d5",2024-04-22,2025-06-05 09:33:14,"Station","Credit Card","None","First Class","Advance",118,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"86a79ccb-c07f-4b44-907a",2024-04-22,2025-06-05 09:33:47,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"49529fe9-cbe8-4b9c-9ec9",2024-04-22,2025-06-05 09:35:22,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"0e17a398-fbe6-492d-a625",2024-04-22,2025-06-05 09:36:51,"Station","Credit Card","None","Standard","Advance",84,"Manchester Piccadilly","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 09:50:00,2025-06-05 10:47:00,"Delayed","Weather","No","Tuesday"
"6f351e6f-4d48-46f8-8f97",2024-04-22,2025-06-05 09:37:01,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"e86abec8-9f0b-4299-b610",2024-04-22,2025-06-05 09:40:28,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"705103ba-173f-45cf-a0a4",2024-04-22,2025-06-05 09:43:20,"Station","Credit Card","None","Standard","Advance",84,"Manchester Piccadilly","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 09:50:00,2025-06-05 10:47:00,"Delayed","Weather","No","Tuesday"
"a84fc3f7-0167-413c-97d8",2024-04-22,2025-06-05 09:44:31,"Station","Credit Card","None","First Class","Advance",118,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"97173ab7-a0b4-4081-86c4",2024-04-22,2025-06-05 10:38:47,"Station","Contactless","Adult","Standard","Advance",8,"Manchester Piccadilly","Nottingham",2024-04-23,2025-06-05 09:00:00,2025-06-05 10:00:00,2025-06-05 10:41:00,"Delayed","Signal Failure","No","Tuesday"
"c32e29ad-fbe7-47d5-bb3d",2024-04-22,2025-06-05 12:00:53,"Station","Debit Card","Adult","First Class","Advance",19,"Birmingham New Street","Manchester Piccadilly",2024-04-23,2025-06-05 11:15:00,2025-06-05 12:35:00,2025-06-05 12:43:00,"Delayed","Technical Issue","Yes","Tuesday"
"b5bb2bf3-b413-477b-99d5",2024-04-22,2025-06-05 12:41:36,"Station","Contactless","None","Standard","Advance",7,"London Euston","Birmingham New Street",2024-04-23,2025-06-05 11:00:00,2025-06-05 12:20:00,2025-06-05 12:58:00,"Delayed","Staff Shortage","No","Tuesday"
"cf9b03af-161f-4902-bf5a",2024-04-22,2025-06-05 15:02:27,"Station","Debit Card","None","Standard","Off-Peak",31,"Birmingham New Street","London Euston",2024-04-22,2025-06-05 15:30:00,2025-06-05 16:50:00,2025-06-05 16:55:00,"Delayed","Staffing","Yes","Monday"
"17a08157-89e1-41d3-b2da",2024-04-22,2025-06-05 17:31:46,"Station","Debit Card","Disabled","Standard","Advance",4,"London Euston","Birmingham New Street",2024-04-23,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:38:00,"Delayed","Signal failure","No","Tuesday"
"9476bfe8-8703-4e10-bad5",2024-04-22,2025-06-05 17:35:40,"Station","Credit Card","Adult","First Class","Advance",35,"London Euston","Birmingham New Street",2024-04-23,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:38:00,"Delayed","Signal failure","No","Tuesday"
"0b45564d-78b3-4577-be97",2024-04-22,2025-06-05 17:36:13,"Station","Debit Card","Disabled","Standard","Advance",4,"London Euston","Birmingham New Street",2024-04-23,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:38:00,"Delayed","Signal failure","No","Tuesday"
"eea5287c-28b4-458d-abea",2024-04-22,2025-06-05 17:41:51,"Station","Credit Card","Adult","Standard","Advance",4,"London Euston","Birmingham New Street",2024-04-23,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:38:00,"Delayed","Signal failure","Yes","Tuesday"
"a62ddea1-7c6f-4994-b891",2024-04-23,2025-06-05 04:10:06,"Station","Contactless","Disabled","First Class","Off-Peak",27,"London Paddington","Reading",2024-04-23,2025-06-05 05:30:00,2025-06-05 06:30:00,2025-06-05 06:51:00,"Delayed","Staff Shortage","No","Tuesday"
"e9e30d0f-7a15-4f2e-adef",2024-04-23,2025-06-05 04:27:09,"Station","Debit Card","Senior","Standard","Off-Peak",84,"Manchester Piccadilly","London Euston",2024-04-23,2025-06-05 09:30:00,2025-06-05 11:20:00,2025-06-05 11:42:00,"Delayed","Traffic","Yes","Tuesday"
"41d9aaac-d5f8-4a3c-9bb8",2024-04-23,2025-06-05 05:01:24,"Station","Credit Card","None","Standard","Advance",84,"Manchester Piccadilly","London Euston",2024-04-24,2025-06-05 03:30:00,2025-06-05 05:20:00,2025-06-05 05:31:00,"Delayed","Weather Conditions","No","Wednesday"
"18955ea9-6332-4e3d-a4f4",2024-04-23,2025-06-05 05:51:07,"Online","Credit Card","Disabled","Standard","Advance",8,"London Paddington","Reading",2024-04-24,2025-06-05 04:15:00,2025-06-05 05:15:00,2025-06-05 05:24:00,"Delayed","Staff Shortage","No","Wednesday"
"453f7414-7a4e-40af-a96b",2024-04-23,2025-06-05 06:39:48,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"bc9590d2-d46b-489b-b917",2024-04-23,2025-06-05 06:42:26,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-04-23,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:07:00,"Delayed","Weather","No","Tuesday"
"459f7e5b-2e02-464a-ab42",2024-04-23,2025-06-05 07:39:59,"Station","Contactless","Adult","Standard","Off-Peak",10,"Manchester Piccadilly","Leeds",2024-04-23,2025-06-05 09:00:00,2025-06-05 09:45:00,2025-06-05 10:13:00,"Delayed","Signal Failure","No","Tuesday"
"58df116a-a1db-4988-b68c",2024-04-23,2025-06-05 09:33:20,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
"ce7310ab-e4ed-411b-816b",2024-04-23,2025-06-05 09:33:30,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
"1fc0c595-35ab-47b9-a11b",2024-04-23,2025-06-05 09:37:09,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
"874daa04-f1c9-4aed-86f7",2024-04-23,2025-06-05 09:37:18,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
"00109d5f-759e-4a39-b471",2024-04-23,2025-06-05 09:37:58,"Station","Credit Card","None","Standard","Advance",76,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
"2097a54d-1dc2-4c9c-a2c5",2024-04-23,2025-06-05 10:53:24,"Station","Debit Card","Adult","Standard","Off-Peak",3,"Liverpool Lime Street","Manchester Piccadilly",2024-04-23,2025-06-05 11:15:00,2025-06-05 11:45:00,2025-06-05 11:47:00,"Delayed","Technical Issue","Yes","Tuesday"
"15bb5999-8225-4902-a685",2024-04-23,2025-06-05 11:24:44,"Station","Credit Card","Adult","Standard","Advance",23,"London Kings Cross","York",2024-04-24,2025-06-05 09:45:00,2025-06-05 11:35:00,2025-06-05 11:39:00,"Delayed","Signal Failure","No","Wednesday"
"6a8a3a09-0002-41ef-9d5c",2024-04-23,2025-06-05 14:30:59,"Station","Credit Card","Adult","Standard","Anytime",9,"London Euston","Birmingham New Street",2024-04-23,2025-06-05 16:00:00,2025-06-05 17:20:00,2025-06-05 17:38:00,"Delayed","Signal failure","No","Tuesday"
"46f4ebf8-66fa-4233-8011",2024-04-23,2025-06-05 16:04:40,"Station","Debit Card","None","Standard","Advance",21,"Birmingham New Street","London Euston",2024-04-24,2025-06-05 15:30:00,2025-06-05 16:50:00,2025-06-05 17:04:00,"Delayed","Staffing","Yes","Wednesday"
"04c28ae0-1d6d-4149-9533",2024-04-23,2025-06-05 17:09:06,"Station","Debit Card","Adult","Standard","Anytime",112,"Manchester Piccadilly","London Euston",2024-04-23,2025-06-05 17:30:00,2025-06-05 19:20:00,2025-06-05 19:39:00,"Delayed","Technical Issue","Yes","Tuesday"
"c45331d1-e60c-43e8-8ad0",2024-04-24,2025-06-05 00:01:09,"Online","Credit Card","None","Standard","Off-Peak",4,"Manchester Piccadilly","Liverpool Lime Street",2024-04-24,2025-06-05 01:30:00,2025-06-05 02:00:00,2025-06-05 02:12:00,"Delayed","Signal Failure","Yes","Wednesday"
"2e539867-db64-454d-976e",2024-04-24,2025-06-05 01:32:29,"Online","Credit Card","Adult","Standard","Off-Peak",77,"Liverpool Lime Street","London Paddington",2024-04-24,2025-06-05 03:00:00,2025-06-05 05:30:00,2025-06-05 06:27:00,"Delayed","Staff Shortage","Yes","Wednesday"
"1bdd0e3c-eba4-471e-88cd",2024-04-24,2025-06-05 01:40:14,"Online","Credit Card","Adult","Standard","Off-Peak",77,"Liverpool Lime Street","London Paddington",2024-04-24,2025-06-05 03:00:00,2025-06-05 05:30:00,2025-06-05 06:27:00,"Delayed","Staff Shortage","Yes","Wednesday"
"941f652b-d34b-4c13-8dec",2024-04-24,2025-06-05 02:50:37,"Station","Credit Card","None","Standard","Off-Peak",19,"London Paddington","Reading",2024-04-24,2025-06-05 04:15:00,2025-06-05 05:15:00,2025-06-05 05:24:00,"Delayed","Staff Shortage","No","Wednesday"
"4d14f1be-8713-4d9f-82cd",2024-04-24,2025-06-05 02:55:38,"Online","Credit Card","Disabled","Standard","Off-Peak",13,"London Paddington","Reading",2024-04-24,2025-06-05 04:15:00,2025-06-05 05:15:00,2025-06-05 05:24:00,"Delayed","Staff Shortage","No","Wednesday"
"416472d8-3c4a-4627-a792",2024-04-24,2025-06-05 03:13:47,"Online","Credit Card","None","Standard","Advance",3,"Manchester Piccadilly","Liverpool Lime Street",2024-04-25,2025-06-05 01:30:00,2025-06-05 02:00:00,2025-06-05 02:54:00,"Delayed","Signal Failure","Yes","Thursday"
"9f1dec7e-6093-4973-9f3d",2024-04-24,2025-06-05 04:17:46,"Station","Debit Card","Senior","Standard","Off-Peak",76,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 09:30:00,2025-06-05 11:45:00,2025-06-05 12:02:00,"Delayed","Traffic","Yes","Wednesday"
"196bdf59-52de-4b99-baf6",2024-04-24,2025-06-05 06:33:09,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
"35547574-2904-45db-8d4b",2024-04-24,2025-06-05 06:34:21,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
"d811fbf9-9185-43bf-b1dd",2024-04-24,2025-06-05 06:36:22,"Station","Credit Card","None","Standard","Anytime",151,"Liverpool Lime Street","London Euston",2024-04-24,2025-06-05 08:00:00,2025-06-05 10:15:00,2025-06-05 11:10:00,"Delayed","Weather","No","Wednesday"
